
Lietuvos Respublikos vyriausioji rinkimų komisija
Like Page
3.3K likes


   
KalbaNeįgaliesiems
PradžiaNaujienos Struktūra ir kontaktai Teisinė informacija Veikla Paslaugos Nuorodos
VRK meniu
Rinkimai
2016 m. Seimo rinkimai
2016 m. Seimo rinkimų rezultatai
2016 m. Seimo rinkimų rezultatai

2016 m. spalio 9 d. Lietuvos Respublikos Seimo rinkimai

Pastaba. Pateikiami duomenys yra išankstiniai.

Puslapis atnaujintas 2016-10-11 08:00

Naujamiesčio (Nr.1) rinkimų apygarda

Ambasada Airijoje (Nr.1) rinkimų apylinkė

Tėvynės sąjunga - Lietuvos krikščionys demokratai

Pirmumo balsai

Porinkiminis nr sąraše	Vardas, pavardė	Priešrinkiminis nr sąraše	Pirmumo
balsai
107	MARIUS KAPOČIUS	97	
108	GINTARAS KARALEVIČIUS	77	
109	DALIUS DIRSĖ	114	
110	JONAS KIETAVIČIUS	108	
111	KĘSTUTIS BAGDANAVIČIUS	120	
112	VYTAS RUKŠĖNAS	130	
113	INGA MURAŠOVA	100	
114	MIGLĖ GRUCYTĖ-UŽGIENĖ	128	
115	SIGITAS BUTKUS	105	
116	DANUTĖ RAINIENĖ	91	2
117	RYTAS PALTANAVIČIUS	65	
118	VYDUTIS ŠEREIKA	67	
119	MANTAS REUTAS	103	1
120	RAMŪNAS BIELEVIČIUS	94	1
121	VYTAUTAS DANILEVIČIUS	57	
122	MARIUS ČEPONAS	118	
123	STASYS VAINORAS	62	
124	JULITA PETRAVIČIENĖ	99	
125	AUDRIUS MASILIONIS	135	
126	GINTAUTAS BARTULIS	113	
127	AUŠRA ENDRIUKAITIENĖ	129	
128	EDMUNDAS JAKUBAUSKAS	56	
129	ARŪNAS RIMKUS	127	
130	TOMAS BAGINSKAS	112	
131	ZITA KUKURAITIENĖ	122	
132	VIRMANTAS PIKELIS	119	
133	PETRAS JURGILAS	111	
134	TAMAZAS DŽAVACHIŠVILIS	102	1
135	VILMANTAS LIORANČAS	104	
136	VALDAS PETRAS MIKELIONIS	121	
137	RITA PETKEVIČIENĖ	110	
138	BENEDIKTAS KRASNIAUSKAS	134	
139	REMIGIJUS ZOLUBAS	126	
140	MAHIRAS GAMZAJEVAS	88	
141	VADIMAS ČIŽYS	124	
Pastaba. Daugiamandatėje apygardoje išrinkti Seimo nariai užrašyti paryškintu šriftu. Vienmandatėje apygardoje išrinkti kandidatai pažymėti žyma "(V)"
Biudžetinė įstaiga, Gynėjų g. 8, 01109 Vilnius
Informacija rinkėjui 1855
Faksas: (8 5) 239 69 60
El. paštas: rinkim@vrk.lt
Duomenys kaupiami ir saugomi
Juridinių asmenų registre, kodas 188607150
 
 



Lietuvos Respublikos vyriausioji rinkimų komisija
Like Page
3.3K likes


   
KalbaNeįgaliesiems
PradžiaNaujienos Struktūra ir kontaktai Teisinė informacija Veikla Paslaugos Nuorodos
VRK meniu
Rinkimai
2016 m. Seimo rinkimai
2016 m. Seimo rinkimų rezultatai
2016 m. Seimo rinkimų rezultatai

2016 m. spalio 9 d. Lietuvos Respublikos Seimo rinkimai

Pastaba. Pateikiami duomenys yra išankstiniai.

Puslapis atnaujintas 2016-10-11 08:00

Naujamiesčio (Nr.1) rinkimų apygarda

Ambasada Airijoje (Nr.1) rinkimų apylinkė

Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)

Pirmumo balsai

Porinkiminis nr sąraše	Vardas, pavardė	Priešrinkiminis nr sąraše	Pirmumo
balsai
1	NAGLIS PUTEIKIS	1	23
2	KRISTUPAS AUGUSTAS KRIVICKAS	2	24
3	LIGITAS KERNAGIS	3	12
4	ALVYDAS MEDALINSKAS	6	10
5	VYTAUTAS JUŠKUS	4	9
6	VYTAUTAS JURGIS KADŽYS	5	5
7	NINA PUTEIKIENĖ	21	3
8	EGIDIJUS DRĖZAS	10	2
9	NIJOLĖ GIEDRAITIENĖ	9	4
10	KĘSTUTIS JUKNIS	8	4
11	ELIGIJUS DZEŽULSKIS-DUONYS	7	1
12	LAURA RADZEVIČIŪTĖ	27	1
13	KĘSTUTIS KOPŪSTA	14	
14	RAIMONDAS TAMOŠAUSKAS	13	
15	VIDAS CIKANA	15	1
16	ĄŽUOLAS JUOZAS ALEKSIŪNAS	96	1
17	RŪTA ZABIELIENĖ	16	1
18	GEDIMINAS AKELAITIS	26	1
19	JŪRATĖ ZAPOLSKIENĖ	11	3
20	ALFONSAS BUTĖ	12	2
21	ŽYDRŪNĖ BALSYTĖ	39	2
22	EVALDAS JURKEVIČIUS	17	
23	DARIUS TAMULIONIS	20	
24	LAIMA MEŠKAUSKIENĖ	22	
25	VALENTINAS ŠAPALAS	95	
26	GEDIMINAS BERŽINIS BERŽINSKAS	28	
27	ŽYDRŪNAS BANEVIČIUS	18	
28	ALVYDAS DIRSĖ	42	
29	NERIJUS STASIULIS	38	
30	ARTURAS JUŠKAUSKAS	37	
31	RAMUTĖ NALIVAIKIENĖ	25	1
32	MARIJA KALADIENĖ	30	
33	ARŪNAS KRIAUČIŪNAS	55	
34	ALGIRDAS BACEVIČIUS	31	
35	PAULIUS VINKLERIS	23	
36	IRUTĖ GEDUTIENĖ	50	
37	GIEDRIUS GATAVECKAS	32	2
38	AUGUSTAS VICHROVAS	53	
39	DONATAS JANČARAS	29	1
40	PRANAS KAVALIAUSKAS	19	
41	ALBINA KAVALIAUSKAITĖ	45	
42	DALIA RAMOŠKAITĖ	73	
43	VITALIJUS BALTUTIS	52	
44	GINTARĖ MIKUŠEVIČIENĖ	93	1
45	ALFONSAS VILDŽIŪNAS	91	
46	ALGIS PADVELSKIS	35	
47	ALDONA IVOŠKIENĖ	24	
48	VYTAUTAS MACKONIS	89	
49	NIJOLĖ VALATKIENĖ	75	
50	VYTAUTAS STRAZDAUSKAS	94	
51	MODESTA MEDIŠAUSKAITĖ	76	
52	ASTA MUSTEIKIENĖ	59	1
53	ALBINAS STANKUS	64	
54	JONAS JUKNIUS	51	
55	ROMUALDAS ČINGA	36	
56	JURGIS ZABILIUS	34	
57	VALERIJUS ŠABRAUSKAS	33	
58	VIKTORAS JENCIUS	41	
59	MINDAUGAS KONČIUS	77	
60	RIMANTAS JARUŠKEVIČIUS	63	3
61	ARŪNAS SIMONAITIS	48	
62	NIKOLAJ VOINOV	57	
63	LIUDAS VEDECKIS	40	
64	SIGITAS KYNAS	86	
65	ROMUALDAS PETKEVIČIUS	92	
66	ARNOLDAS IVANAUSKAS	60	
67	BEATA GUREVIČIENĖ	69	
68	VLADAS RAIŠYS	46	
69	LAURAS PRANCKEVIČIUS	54	
70	JOLANTA KEBURIENĖ	70	
71	RAIMONDA BALTRUKĖNĖ	47	
72	KĘSTUTIS GUMBRYS	43	
73	ALVYDAS PADRIEZAS	65	
74	ALBINAS JUŠKEVIČIUS	87	
75	MINDAUGAS ANCIUS	80	
76	ANTANAS GIMBUTAS	67	
77	TOMAS ŠVAPLYS	71	
78	EUGENIJUS SKRUPSKELIS	90	
79	JURGITA BARAVYKIENĖ	72	
80	JUSTINAS URBANAVIČIUS	81	
81	REGINA DILNIKIENĖ	84	
82	JELENA ANDRIJANOVA	61	
83	ALGIRDAS VAIDOTAS	49	
84	ALMA BAGDONAVIČIENĖ	74	
85	REDA BYKOVIENĖ	83	
86	SANDRA ALDAKAUSKIENĖ	78	
87	ARTŪRAS TAMKUTONIS	44	
88	VINCAS BOTYRIUS	82	
89	ROMAS PAVOLAS	58	
90	VYTAUTAS VYŠTARTAS	85	
91	TADEUŠ POLITO	56	
92	EDVARDAS MICHALIOVAS	62	
93	JOLANTA PATAMSIENĖ	68	
94	MANTAS RAGULIS	79	
95	ALEKSANDRAS NEBOGINAS	88	
96	MINDAUGAS KRENCIUS	66	
Pastaba. Daugiamandatėje apygardoje išrinkti Seimo nariai užrašyti paryškintu šriftu. Vienmandatėje apygardoje išrinkti kandidatai pažymėti žyma "(V)"
Biudžetinė įstaiga, Gynėjų g. 8, 01109 Vilnius
Informacija rinkėjui 1855
Faksas: (8 5) 239 69 60
El. paštas: rinkim@vrk.lt
Duomenys kaupiami ir saugomi
Juridinių asmenų registre, kodas 188607150
 
 



Lietuvos Respublikos vyriausioji rinkimų komisija
Like Page
3.3K likes


   
KalbaNeįgaliesiems
PradžiaNaujienos Struktūra ir kontaktai Teisinė informacija Veikla Paslaugos Nuorodos
VRK meniu
Rinkimai
2016 m. Seimo rinkimai
2016 m. Seimo rinkimų rezultatai
2016 m. Seimo rinkimų rezultatai

2016 m. spalio 9 d. Lietuvos Respublikos Seimo rinkimai

Pastaba. Pateikiami duomenys yra išankstiniai.

Puslapis atnaujintas 2016-10-11 08:00

Naujamiesčio (Nr.1) rinkimų apygarda

Ambasada Airijoje (Nr.1) rinkimų apylinkė

Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga

Pirmumo balsai

Porinkiminis nr sąraše	Vardas, pavardė	Priešrinkiminis nr sąraše	Pirmumo
balsai
1	RITA TAMAŠUNIENĖ	1	2
2	VANDA KRAVČIONOK	4	1
3	ZBIGNEV JEDINSKIJ	5	3
4	JAROSLAV NARKEVIČ	7	
5	MICHAL MACKEVIČ	3	2
6	IRINA ROZOVA	2	4
7	JAROSLAV KAMINSKI	9	1
8	RENATA CYTACKA	14	
9	TADEUŠ ANDŽEJEVSKI	11	
10	ROMUALDA POŠEVECKAJA	8	1
11	LEONARD TALMONT	138	
12	JUZEF KVETKOVSKIJ	6	1
13	EDITA TAMOŠIŪNAITĖ	18	
14	RAFAEL MUKSINOV	10	1
15	TADEUŠ ROMANOVSKIJ	33	
16	OLEG MARINIČ	12	
17	BOLESLAV DAŠKEVIČ	17	
18	MARIJA PUČ	13	
19	GŽEGOŽ SAKSON	41	1
20	TAMARA ŠUKLINA	16	
21	JEŽY OBLOČINSKI	55	
22	ANTON BANDALEVIČ	60	
23	JAROSLAV VOITECHOVIČ	97	
24	DANUTA NARBUT	22	
25	ARTUR LIUDKOVSKI	30	
26	ZBIGNIEV MACIEJEVSKI	24	
27	GEDIMINAS JANAVIČIUS	15	
28	VLADISLAV KONDRATOVIČ	36	
29	DMITRIJ IKONIKOV	32	1
30	VALERIJ KOČAN	109	
31	EDVARD TRUSEVIČ	25	
32	HENRIK TOMAŠEVIČ	77	
33	ANDREJ KUGMEROV	23	
34	TADEUŠ LAVRYNOVIČ	19	
35	TERESA SOLOVJOVA	26	
36	TERESA DEMEŠKO	27	
37	MARIJA SUCHOCKA	83	
38	ALEKSANDR FIODOROV	40	
39	MARIJA MATUSEVIČ	20	
40	ANTONIJ JUNDO	21	
41	TERESA BUTRIMOVIČ	113	
42	RASA TAMOŠIŪNIENĖ	29	
43	EDMUND ŠOT	139	
44	VALDEMAR RYBAK	52	
45	ANA JESVILIENĖ	105	
46	ANDŽEJ KULEVIČIUS	125	
47	DANUTA JANINA JUSEL	38	
48	VLADISLAV JEDINSKIJ	50	
49	OLEG DAVIDIUK	28	
50	VALDEMAR ŠELKOVSKI	49	1
51	IVONA ČERNIAVSKA	31	
52	OLGA BELIAŠ	37	
53	MARIAN KUZBORSKI	100	
54	ŽANETA JANKOVSKA	45	
55	NATALJA VIKTOROVA	44	
56	TADEUŠ TUČKOVSKI	64	
57	ZBIGNEV SINKEVIČ	72	
58	ANA JANKOVSKA	54	
59	MARTA NARKUN	126	
60	TERESA BERŽANSKA	131	
61	RENATA JOKNIENĖ	108	
62	KRISTINA ZIMINSKA	34	
63	VIKTOR LOVČIK	39	
64	IRENA KARPAVIČIENĖ	35	
65	TERESA ANDRUŠKEVIČ	47	
66	ZBIGNEV VOLOCHOVIČ	116	
67	OLIA LUKAŠEVIČ	58	
68	IRENA BARANOVSKAJA	84	
69	ANA SERIKOVA	80	
70	EDVARD VORŠINSKI	85	
71	ANDŽELA DAILIDKO	132	
72	MARIJAN BUINICKAS	74	
73	FRANCIŠEK ŽEROMSKIJ	48	
74	RENATA MOROZ	75	
75	HENRICH KASPEROVIČ	46	
76	ALINA NARKEVIČ	122	
77	JOLANTA GARDŽIULIENĖ	137	
78	EVELINA SOLOVJOVA	78	
79	GITANA ŠABLINSKAJA	129	
80	SERGEJ ŠEPLIAKOV	51	
81	JAROSLAV URBANOVIČ	95	
82	REGINA ABLOM	43	
83	VALERIJ JEMELJANOV	90	
84	VACLAV VILKOIT	57	
85	TADEUŠAS PAVLOVSKIS	56	
86	ALICIJA PESLIAK	61	
87	ANA LASTOVSKA	110	1
88	RYŠARD IGNATOVIČ	130	
89	ANA INGELEVIČ	94	
90	JOLANTA STANKEVIČ	42	
91	ANDRIUS ŠARĖJUS	73	
92	HENRIKAS KROPA	127	
93	JURIJUS ZARANKA	98	
94	ALINA RIZGELIENĖ	91	
95	ČESLAVA ZADRANOVIČ	99	
96	EDUARD TYŠKEVIČ	121	
97	MARINA TARAŠKEVIČ	86	
98	ČESLAVA LISOVSKA	103	
99	BEATA BARTOŠEVIČ	87	
100	JAROSLAV SYMONOVIČ	89	
101	LUCIJA LAVRYNOVIČ	101	
102	OSVALDAS KUZMICKAS	69	
103	TADEUŠ JARMOLOVIČ	104	
104	ELITA SINKEVIČ	67	
105	VASILIJ KARPOVIČ	92	
106	ANDREJ NEMEC	65	
107	IVONA ROMANOVSKA	102	
108	DANUTĖ RODZ	68	
109	JOLANTA RAČINSKA	96	
110	AIVARAS TRAINOVIČIUS	136	
111	JADVYGA KSENZOVA	53	
112	JUZEF VASILEVSKI	76	
113	VALERIJAN JUSIONIS	117	
114	ANŽELIKA ZENOVIČ	63	
115	DARIUŠ NEDVECKIS	123	
116	GRETA ZACHAREVIČ	71	
117	VIKTOR MARCINKEVIČ	81	
118	VALERJAN VITKOVSKIJ	112	
119	ELVYRA ŽUK	119	
120	BOŽENA KLIMENIUK	135	
121	JANINA ROGOŽINSKAJA	59	
122	JOLANTA KUZMICKA	79	
123	VESLAVA KODZ	115	
124	KRISTINA MIKOLAJŪNIENĖ	111	
125	ALBERTA STANISLAVA RUSKAN	133	
126	EMILIJA TŠETIAK	88	
127	TERESĖ RADŽIŪNIENĖ	134	
128	ANETA GRACJANA LAPCUN	62	
129	VITALIJ ŽEMOITIN	107	
130	DOROTA VAŠKOVIČ	120	
131	TATJANA SHATROUSKA	66	
132	STANISLAVAS JAKUTIS	70	
133	BEATA ZAJANKOVSKIENĖ	114	
134	MARIJA AŽUBALIENĖ	106	
135	ROKAS DAILYDĖ	128	
136	STASYS ŠPAKAUSKAS	93	
137	LEONIJA PETRAUSKAITĖ	82	
138	SABINA KARANKEVIČ	118	
139	VIOLETA DUDUTIENĖ	124	
Pastaba. Daugiamandatėje apygardoje išrinkti Seimo nariai užrašyti paryškintu šriftu. Vienmandatėje apygardoje išrinkti kandidatai pažymėti žyma "(V)"
Biudžetinė įstaiga, Gynėjų g. 8, 01109 Vilnius
Informacija rinkėjui 1855
Faksas: (8 5) 239 69 60
El. paštas: rinkim@vrk.lt
Duomenys kaupiami ir saugomi
Juridinių asmenų registre, kodas 188607150
 
 



Lietuvos Respublikos vyriausioji rinkimų komisija
Like Page
3.3K likes


   
KalbaNeįgaliesiems
PradžiaNaujienos Struktūra ir kontaktai Teisinė informacija Veikla Paslaugos Nuorodos
VRK meniu
Rinkimai
2016 m. Seimo rinkimai
2016 m. Seimo rinkimų rezultatai
2016 m. Seimo rinkimų rezultatai

2016 m. spalio 9 d. Lietuvos Respublikos Seimo rinkimai

Pastaba. Pateikiami duomenys yra išankstiniai.

Puslapis atnaujintas 2016-10-11 08:00

Naujamiesčio (Nr.1) rinkimų apygarda

Ambasada Airijoje (Nr.1) rinkimų apylinkė

Partija Tvarka ir teisingumas

Pirmumo balsai

Porinkiminis nr sąraše	Vardas, pavardė	Priešrinkiminis nr sąraše	Pirmumo
balsai
1	REMIGIJUS ŽEMAITAITIS	1	5
2	PETRAS GRAŽULIS	4	7
3	KĘSTUTIS PŪKAS	10	
4	KĘSTAS KOMSKIS	2	3
5	RIMAS ANDRIKIS	3	1
6	JUOZAS IMBRASAS	7	4
7	VYTAUTAS KAMBLEVIČIUS	5	1
8	ONA VALIUKEVIČIŪTĖ	8	2
9	ANDRIUS ŠEDŽIUS	17	3
10	KĘSTUTIS TREČIOKAS	14	
11	JULIUS PANKA	21	
12	RIMAS ANTANAS RUČYS	6	1
13	AUDRONĖ GALVONAITĖ	16	1
14	ALGIMANTAS DUMBRAVA	13	1
15	KĘSTUTIS BARTKEVIČIUS	9	
16	VYTAUTAS JUCIUS	26	1
17	NATALJA ISTOMINA	18	
18	ARTŪRAS RAZBADAUSKAS	11	1
19	AUŠRA RUČIENĖ	25	2
20	ALMANTAS PETKUS	12	1
21	EGIDIJUS SKARBALIUS	27	1
22	TADAS BARTKUS	81	
23	ROMUALDAS VISOKAVIČIUS	15	1
24	VAIDAS BENDARAVIČIUS	50	2
25	KĘSTUTIS KOMSKIS	40	
26	LORETA JAKINEVIČIENĖ	20	1
27	ALGIRDAS MEIŽENIS	45	
28	SVETLANA BABUJEVA	42	
29	EGIDIJUS VILIMAS	140	
30	SIGITAS STONYS	70	
31	VIDMANTAS KARABINAS	19	
32	LINA ŠUKYTĖ	38	2
33	NINA ŠESTERNIKOVA	35	2
34	MARTYNAS GEDVILAS	48	1
35	DOBILAS SINKEVIČIUS	24	
36	ALBINAS ŽYMANČIUS	39	1
37	ALGIRDAS GENEVIČIUS	30	
38	AGNĖ PETRAVIČIENĖ	80	
39	GEDIMINAS IMBRASAS	56	
40	SILVERIJUS STATKUS	37	
41	EDITA RUDIENĖ	46	1
42	VIDMANTAS MACEVIČIUS	23	
43	ALVYDAS MOCKUS	139	
44	RYŠARDAS BURDA	33	
45	RAIMUNDAS MARTINĖLIS	31	
46	GINTARAS ŠURKUS	36	
47	GEDIMINAS ONAITIS	28	
48	JULIUS MORKŪNAS	29	
49	MIGLĖ ŽUKAUSKAITĖ	138	
50	OSVALDAS KATINAS	44	
51	VALERIJONAS BERNOTAS	49	1
52	SAULIUS ARLAUSKAS	32	
53	ROMUALDAS GĖGŽNAS	22	
54	KĘSTUTIS PETKUS	130	
55	AUDRONĖ BERESNEVIČIENĖ	52	
56	DALIA SKEBERDIENĖ	83	
57	DARIUS RADVILA	137	
58	STASYS VAINAUSKAS	47	
59	GEDIMINAS RUDŽIONIS	34	1
60	DANIUS KANAUKA	100	1
61	DONATAS MIZARAS	41	
62	DAIVA URBONAVIČIŪTĖ	61	1
63	EDGARAS BERNOTAS	51	2
64	SIGITAS ČINGA	43	
65	JURGITA SADAUSKAITĖ	77	
66	ANDRIUS JURKUS	102	
67	GINTARAS ALGIRDAS KALĖDA	121	
68	ILONA GYLYTĖ	91	
69	ALGIRDAS GUDAITIS	84	
70	ALGIMANTAS ADOMAITIS	88	
71	RAIMONDA KAROSAITĖ	55	1
72	JŪRATĖ ŠIVICKIENĖ	53	3
73	JULIJA MELNIKOVA	105	1
74	ROMUALDAS DUMČIUS	74	
75	DAIVA JUKNEVIČIENĖ	63	
76	RENAT BRALKOVSKIJ	78	
77	RYTIS JANKAUSKAS	60	3
78	LAIMONAS NORVILIS	131	
79	KAZIMIERAS DURA	67	
80	VINCAS METRIKIS	54	
81	IGNAS JONUŠAS	87	
82	LORENA BALSĖ	101	3
83	REGINA ČISTIAKOVA	99	
84	FRANC JAKUBOVSKIJ	71	
85	JONAS ŽIČKUS	134	
86	SIGITAS SIDARAVIČIUS	75	
87	JURGITA ŠERŽENTIENĖ	85	
88	GIEDRIUS ZDANYS	64	
89	LORETA MACIONIENĖ	58	
90	AUDRONĖ VIRGANAVIČIŪTĖ	73	
91	ALGIS KALEINIKAS	86	
92	MARIUS JUŠKEVIČIUS	68	
93	ARTŪRAS GALAKVOŠČIUS	72	1
94	IRENA GAILIUTĖ	106	2
95	GEDIMINAS KRIOVĖ	135	
96	KRISTINA SMIRNOVAITĖ	96	
97	RAIMONDAS BITINAS	114	
98	RIMVYDAS ANUSAUSKAS	119	
99	RIMA PETRUŠKIENĖ	118	
100	JUOZAS ROKAS	109	1
101	PETRAS BERESNEVIČIUS	93	
102	BENEDIKTAS PAULAUSKAS	97	
103	ASTA LAŠINSKIENĖ	59	
104	STANISLOVAS VĖLAVIČIUS	111	
105	KĘSTUTIS URBANAVIČIUS	122	
106	VALDAS RAČKAUSKAS	123	
107	TOMAS VALAŠINAS	57	
108	ONA PETRONIENĖ	110	1
109	VYTAUTAS ŽAGŪNIS	65	
110	NATALIJA BABELČIUS	98	
111	AURIMAS PILECKAS	89	
112	HENRIKAS MACKELA	62	
113	KĘSTAS VITKAUSKAS	132	
114	TADAS GRUNDULAS	82	
115	JUOZAS JOKIMAS	90	
116	VINCAS JONAS KARČIAUSKAS	95	
117	IRENA LEONAVIČIENĖ	128	
118	VIRGINIJA TUMĖNIENĖ	107	1
119	REDA KONTARIENĖ	133	
120	MINDAUGAS REKEŠIUS	136	
121	ALEKSANDRAS FILIPAVIČIUS	113	
122	KĘSTUTIS VILNIŠKIS	69	
123	MARYTĖ ŽUKIENĖ	108	1
124	EGIDIJUS MICKEVIČIUS	112	1
125	VYTAUTAS ŠKADAUSKAS	116	1
126	VIDA NARBUTIENĖ	104	1
127	RIMANTAS KEKYS	125	
128	KĘSTUTIS JASEVIČIUS	127	
129	GINTA BALTAG	92	
130	MANTAS BADAUKIS	129	
131	ARVYDAS AŽELIS	103	1
132	IGNAS NASTARAVIČIUS	120	
133	ALGIRDAS CEGELIS	76	
134	MODESTAS STRAMKAUSKAS	117	
135	GEDIMINAS BERŪKŠTIS	124	
136	VLADAS VAŽNEVIČIUS	126	
Pastaba. Daugiamandatėje apygardoje išrinkti Seimo nariai užrašyti paryškintu šriftu. Vienmandatėje apygardoje išrinkti kandidatai pažymėti žyma "(V)"
Biudžetinė įstaiga, Gynėjų g. 8, 01109 Vilnius
Informacija rinkėjui 1855
Faksas: (8 5) 239 69 60
El. paštas: rinkim@vrk.lt
Duomenys kaupiami ir saugomi
Juridinių asmenų registre, kodas 188607150
 
 



Lietuvos Respublikos vyriausioji rinkimų komisija
Like Page
3.3K likes


   
KalbaNeįgaliesiems
PradžiaNaujienos Struktūra ir kontaktai Teisinė informacija Veikla Paslaugos Nuorodos
VRK meniu
Rinkimai
2016 m. Seimo rinkimai
2016 m. Seimo rinkimų rezultatai
2016 m. Seimo rinkimų rezultatai

2016 m. spalio 9 d. Lietuvos Respublikos Seimo rinkimai

Pastaba. Pateikiami duomenys yra išankstiniai.

Puslapis atnaujintas 2016-10-11 08:00

Naujamiesčio (Nr.1) rinkimų apygarda

Ambasada Airijoje (Nr.1) rinkimų apylinkė

Darbo partija

Pirmumo balsai

Porinkiminis nr sąraše	Vardas, pavardė	Priešrinkiminis nr sąraše	Pirmumo
balsai
1	ARTŪRAS PAULAUSKAS	2	4
2	KĘSTUTIS DAUKŠYS	1	2
3	VYTAUTAS GAPŠYS	3	4
4	VYDAS GEDVILAS	8	2
5	VIRGINIJA BALTRAITIENĖ	4	4
6	LORETA GRAUŽINIENĖ	7	2
7	JONAS PINSKUS	14	1
8	IEVA KAČINSKAITĖ-URBONIENĖ	5	5
9	GEDIMINAS VAGNORIUS	9	2
10	DANGUTĖ MIKUTIENĖ	15	
11	GIEDRIUS MOZŪRAITIS	10	1
12	DARIUS ULICKAS	12	1
13	VIKTORAS FIODOROVAS	13	3
14	VALENTINAS BUKAUSKAS	6	1
15	ALGIMANTA PABEDINSKIENĖ	23	1
16	JANINA GREICIŪNAITĖ	141	
17	VALDAS SKARBALIUS	11	2
18	SERGEJ DMITRIJEV	17	
19	ROMAS ZIBALAS	140	
20	LARISA DMITRIJEVA	34	
21	VIDMANTAS ŽIEMELIS	19	
22	SERGEJ URSUL	25	
23	PETRAS ČIMBARAS	22	
24	VILIJA FILIPOVIČIENĖ	18	
25	ŠARŪNAS BIRUTIS	100	
26	RAIMUNDAS MARKAUSKAS	16	
27	PAULIUS KALINA	20	
28	RITAS VAIGINAS	35	
29	MEČISLOVAS ZASČIURINSKAS	33	
30	GEDIMINAS JAKAVONIS	32	
31	DANGUOLĖ MARTINKIENĖ	39	
32	AUDRONĖ PITRĖNIENĖ	24	
33	VIDMANTAS MAŽELIS	42	
34	KRISTYNA BORTKO	41	
35	OLGA GORŠKOVA	101	
36	ARTŪRAS MILAŠAUSKAS	88	
37	RASA ŠEBELSKIENĖ	89	
38	RAIMUNDAS PALIUKAS	29	
39	DARIUS VARNAS	91	
40	GINTARAS TAMOŠIŪNAS	31	
41	EDGARAS MOCKUS	50	
42	RIČARDAS SARGŪNAS	21	
43	ALICIJA ŠČERBAITĖ	43	
44	AUŠRA DEGUTYTĖ	46	
45	ALBERT GAIDAMOVIČ	44	
46	ZITA ŽVIKIENĖ	27	
47	PETRAS NARKEVIČIUS	26	
48	OLGA PODOLSKIENĖ	54	
49	SAULIUS JAKIMAVIČIUS	37	
50	RENALDAS MAZIUKAS	49	
51	ALINA BATULEVIČIENĖ	30	
52	ERNESTAS VAIČIKAUSKAS	40	
53	SAULIUS LAPĖNAS	65	
54	ANTANAS MAKAREVIČIUS	36	2
55	KĘSTUTIS MAČIULIS	55	
56	ARVYDAS JUCIUS	28	
57	EDVINAS KRIŠČIŪNAS	119	
58	ASTA GRINIUTĖ	84	2
59	VAIDA KRASAUSKIENĖ	80	
60	VYTAUTAS ROČYS	52	
61	MARIJUS VELIČKA	66	
62	POVILAS ŠEŠTOKAS	77	
63	ERNESTA RANUSIENĖ	58	
64	ANGELĖ KAVALIAUSKIENĖ	62	
65	ALEKSANDR DAGIL	111	
66	ALGIS ŽVALIAUSKAS	38	
67	SAULIUS GIRDAUSKAS	59	
68	ANŽELIKA BANEVIČIENĖ	139	
69	ANTANAS DAMULIS	48	
70	MARTYNAS SURVILAS	90	
71	SERGEJ POPOV	118	
72	VYTAUTAS MIKELIONIS	85	
73	INGRIDA VENCIUVIENĖ	47	
74	RIMANTAS TROTA	51	
75	DOVILĖ AURYLAITĖ	96	
76	GELENA DRUNGILIENĖ	92	
77	VYTAUTAS LIEPA	53	
78	VILMA SAVICKIENĖ	87	
79	VALENTINAS VARNAS	94	
80	EDMUNDAS ŽALYS	70	
81	GENOVEITA KRASAUSKIENĖ	61	
82	RAIMONDAS AMŠIEJUS	86	
83	GINTARAS STEPONĖNAS	60	
84	ALFONSAS PETRAUSKAS	56	
85	ANTANAS BURINSKAS	82	
86	DAINIUS PAULAUSKAS	93	
87	EGIDIJUS RAUDYS	136	
88	RIMVYDAS UŽEMECKAS	75	
89	TOMAS BURKAUSKAS	76	
90	LAIMUTĖ KAČERAUSKIENĖ	72	
91	ALVYDAS GUDUNAVIČIUS	112	
92	VAIDĖ SAKALAUSKIENĖ	109	
93	RAIMONDAS LIGNUGARIS	132	
94	LORETA KALTAUSKIENĖ	73	
95	PALMYRA VINKŠNAITĖ	68	
96	SIGYTAS KLIMAS	57	
97	MINDAUGAS JURČIUS	63	
98	VYTAUTAS MARTINAITIS	134	
99	JAROSLAV OLŠEVSKIJ	121	
100	ROKAS BALIUKOVAS	138	
101	MARTYNAS BANSEVIČIUS	110	
102	ROMAS JUREVIČIUS	108	
103	VAIDAS RATKEVIČIUS	97	
104	VAIDOTAS GLOBYS	67	
105	MINGAILĖ BINKAUSKAITĖ	81	
106	KĘSTUTIS ŠNIPAS	74	
107	ŽANETA SIMANAVIČIENĖ	103	
108	RAMŪNAS NAVICKAS	124	
109	LILIJA MIEŽINIENĖ	105	
110	EDMANTAS VAIŠVILA	114	
111	VYTAUTAS ČEPUKAS	71	
112	SIGITAS KURKLYS	98	
113	MARINA RUMIANCEVA	125	
114	METAS RAŽINSKAS	129	
115	RIMAS BERTAŠIUS	133	
116	MARIUS SENULIS	106	
